Тип підприємства;Підприємство;Область;Кіл-ть робочих місць;Сума інвестицій, млн.грн;longitude;latitude;sf_coordinates
Елеватори/термінали;Катеринопільський елеватор;Черкаська;NA;NA;30.996787;48.993763;c(30.996787, 48.993763)
Елеватори/термінали;Зерновий елеватор;Дніпропетровська;NA;80;35.49084;48.323589;c(35.49084, 48.323589)
Елеватори/термінали;Зерновий елеватор;Хмельницька;40;NA;26.325198;49.112865;c(26.325198, 49.112865)
Елеватори/термінали;Перевантажувальний термінал;Херсонська;100;NA;32.511764;46.529246;c(32.511764, 46.529246)
Елеватори/термінали;Перевантажувальний комплекс;Одеська;NA;NA;31.026418;46.619037;c(31.026418, 46.619037)
Елеватори/термінали;Елеватор;Тернопільська;NA;160;25.731642;48.702225;c(25.731642, 48.702225)
Елеватори/термінали;Зерносушильний комплекс;Кіровоградська;10;NA;32.07822;48.749249;c(32.07822, 48.749249)
Елеватори/термінали;Елеватор для зберігання зерна;Кіровоградська;NA;67;31.704743;48.853249;c(31.704743, 48.853249)
Елеватори/термінали;Елеватор для зберігання зерна;Черкаська;NA;152;31.699495;48.913501;c(31.699495, 48.913501)
Елеватори/термінали;Елеватор для зберігання зерна;Кіровоградська;NA;9;33.338399;48.910767;c(33.338399, 48.910767)
Елеватори/термінали;Елеватор для зберігання зернових і технічних культур;Кіровоградська;NA;80;30.599377;48.340189;c(30.599377, 48.340189)
Елеватори/термінали;Елеватор з прийняття, зберігання зернових культур і кукурудзи;Кіровоградська;NA;NA;31.849338;48.423363;c(31.849338, 48.423363)
Елеватори/термінали;Зерносховище по зберіганню зерна;Кіровоградська;NA;NA;32.407677;48.79741;c(32.407677, 48.79741)
Елеватори/термінали;Зерновий елеватор;Кіровоградська;NA;NA;30.68159;48.72337;c(30.68159, 48.72337)
Елеватори/термінали;Елеватор;Львівська;NA;NA;24.673928;49.552484;c(24.673928, 49.552484)
Елеватори/термінали;Зерновий елеватор;Донецька;NA;NA;37.172764;48.299668;c(37.172764, 48.299668)
Елеватори/термінали;Елеваторний комплекс;Львівська;NA;20;24.256625;50.465087;c(24.256625, 50.465087)
Елеватори/термінали;Зерновий терминал;Донецька;NA;950;37.505254;47.056441;c(37.505254, 47.056441)
Елеватори/термінали;Зерновий термінал;Одеська;500;NA;31.00226;46.660992;c(31.00226, 46.660992)
Елеватори/термінали;Перевантажувальний термінал;Миколаївська;NA;NA;32.000206;46.853058;c(32.000206, 46.853058)
Елеватори/термінали;Зерновий термінал;Запорізька;NA;70;36.776309;46.753672;c(36.776309, 46.753672)
Елеватори/термінали;Зерновий термінал;Миколаївська;NA;NA;31.981924;46.853117;c(31.981924, 46.853117)
Елеватори/термінали;Зерновий термінал;Миколаївська;NA;NA;31.985353;46.948094;c(31.985353, 46.948094)
Елеватори/термінали;Елеваторний комплекс;Львівська;12;NA;23.462204;49.631817;c(23.462204, 49.631817)
Елеватори/термінали;Елеваторний комплекс;Волинська;80;NA;24.284973;50.861037;c(24.284973, 50.861037)
Елеватори/термінали;Елеваторний комплекс;Сумська;NA;NA;33.485062;51.535206;c(33.485062, 51.535206)
Елеватори/термінали;Елеваторний комплекс;Полтавська;NA;NA;33.695559;49.799537;c(33.695559, 49.799537)
Елеватори/термінали;Елеваторний комплекс;Харківська;NA;NA;36.367697;49.850704;c(36.367697, 49.850704)
Елеватори/термінали;Елеватор;Сумська;NA;NA;33.45839;50.668457;c(33.45839, 50.668457)
Елеватори/термінали;Елеватор;Житомирська;200;NA;28.137699;50.022574;c(28.137699, 50.022574)
Елеватори/термінали;Елеватор;Черкаська;NA;NA;30.098993;49.241247;c(30.098993, 49.241247)
Елеватори/термінали;Елеватор;Вінницька;NA;NA;27.77941;48.60679;c(27.77941, 48.60679)
Елеватори/термінали;Елеватор;Черкаська;NA;NA;30.23495;48.642978;c(30.23495, 48.642978)
Елеватори/термінали;Елеватор;Тернопільська;19;NA;26.083968;49.873388;c(26.083968, 49.873388)
Елеватори/термінали;Перевантажувальний термінал;Дніпропетровська;NA;NA;35.336689;48.121744;c(35.336689, 48.121744)
Елеватори/термінали;Яреськівський елеватор;Полтавська;NA;NA;33.901678;49.845311;c(33.901678, 49.845311)
Елеватори/термінали;Елеватор;Полтавська;NA;NA;33.889369;49.238027;c(33.889369, 49.238027)
Елеватори/термінали;Елеватор;Полтавська;NA;NA;35.093803;49.775534;c(35.093803, 49.775534)
Елеватори/термінали;Елеватор;Київська;NA;NA;30.600268;49.495102;c(30.600268, 49.495102)
Елеватори/термінали;Елеватор;Львівська;NA;NA;25.148373;50.074463;c(25.148373, 50.074463)
Елеватори/термінали;Перевантажувальний термінал;Полтавська;NA;NA;33.443323;49.059553;c(33.443323, 49.059553)
Елеватори/термінали;Зерновий елеватор;Кіровоградська;NA;50;32.757002;48.11994;c(32.757002, 48.11994)
Елеватори/термінали;Зерновий елеватор;Вінницька;120;NA;28.91403;49.708824;c(28.91403, 49.708824)
Газові родовищ;Колодницьке газове родовище;Львівська;NA;NA;23.886005;49.330088;c(23.886005, 49.330088)
Газові родовищ;Крехівське газове родовище;Львівська;NA;50;24.130114;49.270961;c(24.130114, 49.270961)
Газові родовищ;Краснокутське газове родовище;Харківська;NA;NA;35.359444;49.877778;c(35.359444, 49.877778)
Газові родовищ;Бистрицьке газове родовище;Львівська;5;95;23.715325;49.47518;c(23.715325, 49.47518)
Газові родовищ;Гірське газове родовище;Львівська;NA;NA;23.708588;49.473646;c(23.708588, 49.473646)
Газові родовищ;Пегедівське газове родовище;Харківська;NA;NA;35.867071;49.76533;c(35.867071, 49.76533)
Інші;Забійний цех;Львівська;NA;6;24.949118;49.871657;c(24.949118, 49.871657)
Інші;Цех із виробництва міцелію;Черкаська;13;22;30.33987;48.720116;c(30.33987, 48.720116)
Інші;Комплекс зі зберігання фруктів та овочів;Запорізька;NA;NA;35.316623;47.16212;c(35.316623, 47.16212)
Інші;"Футбольна школа ""Надія""";Дніпропетровська;NA;NA;34.594636;48.527848;c(34.594636, 48.527848)
Інші;Підприємство з переробки горіху і виготовлення медово-горіхових продуктів;Одеська;30;NA;30.070444;46.497189;c(30.070444, 46.497189)
Тваринницькі приміщення;Інкубаторна станція;Кіровоградська;5;NA;29.878607;48.293187;c(29.878607, 48.293187)
Тваринницькі приміщення;Автоматизований комплекс молочної ферми;Кіровоградська;25;NA;32.62839;47.829316;c(32.62839, 47.829316)
Тваринницькі приміщення;Племінний репродуктор на базі свинокомплексу;Кіровоградська;20;NA;32.208405;48.250819;c(32.208405, 48.250819)
Тваринницькі приміщення;Свинокомплекс №9;Київська;NA;NA;31.877261;50.254898;c(31.877261, 50.254898)
Тваринницькі приміщення;Тваринницький комплекс;Житомирська;NA;25;28.730224;50.957562;c(28.730224, 50.957562)
Тваринницькі приміщення;Тваринницький комплекс;Волинська;33;NA;25.053541;50.547655;c(25.053541, 50.547655)
Тваринницькі приміщення;"Молочна ферма Прикарпаття ""Мукко""";Львівська;NA;NA;23.913211;49.301289;c(23.913211, 49.301289)
Тваринницькі приміщення;Молочний комплекс;Волинська;50;15;24.650897;51.136135;c(24.650897, 51.136135)
Тваринницькі приміщення;Оленяча ферма;Волинська;4;NA;24.622142;51.048547;c(24.622142, 51.048547)
Тваринницькі приміщення;Свинокомплекс;Вінницька;15;96;28.358581;49.492232;c(28.358581, 49.492232)
